ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T323,Claim,39319,39417,We've made major progress in dealing here with a major issue with respect to nuclear proliferation,30_2004,57,15
T324,Claim,39423,39502,we'll continue to press very hard on the North Koreans and the Iranians as well,30_2004,57,16
T325,Claim,38623,38667,I think would be exactly the right way to go,30_2004,57,9
T326,Claim,38440,38615,"if they aren't, my guess is then the board of governors will recommend sending the whole matter to the U.N. Security Council for the application of the international sanctions",30_2004,57,9
T327,Premise,37441,37591,"What happens when we impose unilateral sanctions is, unless there's a collective effort, then other people move in and take advantage of the situation",30_2004,57,2
T328,Premise,37596,37660,"you don't have any impact, except to penalize American companies",30_2004,57,2
T329,Claim,37909,37964,We dealt with Iran differently than we have Iraq partly,30_2004,57,5
T330,Premise,37973,38065,"Iran has not yet, as Iraq did, violated 12 years of resolutions by the U.N. Security Council",30_2004,57,5
T331,Claim,37663,37694,We've got sanctions on Iran now,30_2004,57,3
T332,Premise,37696,37747,We may well want to go to the U.N. Security Council,30_2004,57,4
T333,Premise,37752,37906,ask for even tougher sanctions if they don't live up to their obligations under the initial -- International Atomic Energy Agency Non-Proliferation Treaty,30_2004,57,4
T334,Premise,38068,38127,We're working with the Brits and the Germans and the French,30_2004,57,6
T335,Premise,38173,38290,We recently were actively involved in a meeting with the board of governors in the International Atomic Energy Agency,30_2004,57,7
T336,Premise,38306,38433,there will be a follow-up meeting in November to determine whether or not Iran's living up to their commitments and obligations,30_2004,57,8
T337,Premise,38670,38815,"We're addressing North Korea on a similar basis, working with the Chinese, the South Koreans, the Japanese and others to try to bring them around",30_2004,57,10
T338,Claim,39106,39229,This was one of the biggest sources of proliferation in the world today in terms of the threat that was represented by that,30_2004,57,12
T339,Premise,39231,39316,"The suppliers network that provided that, headed by Mr. A.Q. Khan, has been shut down",30_2004,57,-1
T340,Claim,40061,40129,John Kerry and I believe we need to strengthen the sanctions on Iraq,30_2004,59,7
T341,Claim,40131,40203,including closing the loophole that allows companies to use a subsidiary,30_2004,59,7
T342,Claim,40205,40251,offshore subsidiaries to do business with Iran,30_2004,59,7
T343,Premise,40254,40329,I mentioned Halliburton a few minute ago in connection with the $87 billion,30_2004,59,8
T344,Premise,40393,40460,he was pushing for lifting sanctions when he was CEO of Halliburton,30_2004,59,9
T345,Claim,40367,40383,This is relevant,30_2004,59,9
T346,Claim,40473,40530,we didn't think Halliburton should have a no-bid contract,30_2004,59,10
T347,Premise,39645,39704,There are 60 countries who have members of Al Qaida in them,30_2004,59,1
T348,Premise,39706,39756,How many of those countries are we going to invade,30_2004,59,2
T349,Claim,39795,39898,The reality about Iran is that Iran has moved forward with their nuclear weapons program on their watch,30_2004,59,4
T350,Claim,39759,39793,"Not only that, he talks about Iran",30_2004,59,3
T351,Claim,39900,39961,They ceded responsibility to dealing with it to the Europeans,30_2004,59,5
T352,Premise,40533,40653,"While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company",30_2004,59,11
T353,Premise,40685,40762,"They did business with Libya and Iran, two sworn enemies of the United States",30_2004,59,12
T354,Claim,40765,40859,They're now under investigation for having bribed foreign officials during that period of time,30_2004,59,13
T355,Premise,41028,41055,they're under investigation,30_2004,59,14
T356,Claim,40877,40930,they've gotten a $7.5 billion no-bid contract in Iraq,30_2004,59,14
T357,Claim,41057,41093,they've continued to get their money,30_2004,59,14
T358,Claim,40936,41018,"instead of part of their money being withheld, which is the way it's normally done",30_2004,59,14
T359,Premise,41318,41358,they're trying to throw up a smokescreen,30_2004,63,0
T360,Claim,41274,41306,they keep mentioning Halliburton,30_2004,63,0
T361,Claim,41360,41391,They know the charges are false,30_2004,63,1
T362,Premise,41393,41448;41525,"They know that if you go, for example, to factcheck.com you can get the specific details with respect to Halliburton",30_2004,-1,-1
T363,Claim,41588,41683,It's an effort that they've made repeatedly to try to confuse the voters and to raise questions,30_2004,63,3
T364,Claim,41689,41724,there's no substance to the charges,30_2004,63,3
T365,Claim,42036,42092,The same company that got a $7.5 billion no-bid contract,30_2004,65,2
T366,Claim,42259,42300,they're getting every dime of their money,30_2004,65,2
T367,Premise,42094,42190,the rule is that part of their money is supposed to be withheld when they're under investigation,30_2004,65,2
T368,Premise,42192,42253,"as they are now, for having overcharged the American taxpayer",30_2004,65,2
T369,Claim,44616,44676,it's important for America to confront the situation in Iran,30_2004,67,19
T370,Premise,44686,44748,Iran is an enormous threat to Israel and to the Israeli people,30_2004,67,19
T371,Claim,44476,44609,it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11,30_2004,67,18
T372,Claim,44365,44410,They certainly don't have a partner in Arafat,30_2004,67,17
T373,Claim,42952,43014,"I do agree that we've been largely absent, not entirely absent",30_2004,67,0
T374,Claim,43188,43282,"the Israeli people not only have the right to defend themselves, they should defend themselves",30_2004,67,2
T375,Premise,43284,43328,They have an obligation to defend themselves,30_2004,67,3
T376,Claim,44184,44275,"if Gaza's being used as a platform for attacking the Israeli people, that has to be stopped",30_2004,67,14
T377,Claim,44281,44316,Israel has a right to defend itself,30_2004,67,15
T378,Claim,44318,44363,They don't have a partner for peace right now,30_2004,67,16
T379,Premise,44416,44456,they need a legitimate partner for peace,30_2004,67,17
T380,Premise,44106,44176,It's important for America to participate in helping with that process,30_2004,67,13
T381,Claim,45815,45979,I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business,30_2004,69,11
T382,Claim,44901,44939,they keep trying to attack Halliburton,30_2004,69,1
T383,Premise,44951,44988,they want to obscure their own record,30_2004,69,1
T384,Claim,44995,45074,"Senator, frankly, you have a record in the Senate that's not very distinguished",30_2004,69,2
T385,Premise,45076,45138,You've missed 33 out of 36 meetings in the Judiciary Committee,30_2004,69,3
T386,Premise,45206,45284,"You've missed a lot of key votes: on tax policy, on energy, on Medicare reform",30_2004,69,4
T387,Premise,45982,46020,We've been strong supporters of Israel,30_2004,69,12
T388,Claim,46257,46316,there has to be an interlocutor you can trust and deal with,30_2004,69,15
T389,Claim,46384,46432,There has to be reform of the Palestinian system,30_2004,69,17
T390,Claim,46322,46340,we won't have that,30_2004,69,16
T391,Claim,46342,46382,"we don't have it now, in a Yasser Arafat",30_2004,69,16
T392,Premise,45697,45759,"the suicide bombers, in part, were generated by Saddam Hussein",30_2004,69,10
T393,Claim,46533,46576,That was a complete distortion of my record,30_2004,71,0
T394,Premise,46684,46736,he was one of 435 members of the United States House,30_2004,71,3
T395,Claim,46738,46781,he was one of 10 to vote against Head Start,30_2004,71,3
T396,Claim,46783,46872,one of four to vote against banning plastic weapons that can pass through metal detectors,30_2004,71,3
T397,Claim,46875,46919,He voted against the Department of Education,30_2004,71,4
T398,Claim,46921,46977,He voted against funding for Meals on Wheels for seniors,30_2004,71,5
T399,Claim,46979,47028,He voted against a holiday for Martin Luther King,30_2004,71,6
T400,Claim,47030,47117,He voted against a resolution calling for the release of Nelson Mandela in South Africa,30_2004,71,7
T401,Claim,47227,47263,I think his record speaks for itself,30_2004,73,0
T402,Claim,47278,47305,it's not very distinguished,30_2004,73,1
T403,Claim,48131,48203,there are several things that I think need to be done and are being done,30_2004,80,0
T404,Claim,49084,49169,I think the most important thing we can do is have a first-class public school system,30_2004,80,10
T405,Claim,48452,48557,I think probably the most successful thing we can do with respect to ending poverty is to get people jobs,30_2004,80,3
T406,Claim,48348,48449,"we think the key is to address some basic, fundamental issues that the president's already working on",30_2004,80,2
T407,Premise,48205,48257,"We've, of course, been through a difficult recession",30_2004,80,1
T408,Premise,48268,48342,"the aftermath of 9/11, where we lost over a million jobs after that attack",30_2004,80,1
T409,Claim,48559,48679,"There's no better antidote to poverty than a good, well-paying job that allows somebody to take care of their own family",30_2004,80,4
T410,Claim,48694,48760,we have to make America the best place in the world to do business,30_2004,80,5
T411,Premise,48777,48822,we've got to deal effectively with tax policy,30_2004,80,6
T412,Premise,48824,48896,We've got to reduce the litigation costs that are built into our society,30_2004,80,7
T413,Premise,48898,48944,We've got to provide the adequate medical care,30_2004,80,8
T414,Premise,48984,49039,create the opportunities that are vital to that process,30_2004,80,8
T415,Premise,49171,49202,I'm a product of public schools,30_2004,80,11
T416,Premise,49209,49287,"the president, his first legislative priority was the No Child Left Behind Act",30_2004,80,12
T417,Premise,50101,50209,We've seen reports now of a reduction in the achievement gap between majority students and minority students,30_2004,80,23
T418,Claim,50211,50244,We're making significant progress,30_2004,80,24
T419,Premise,50087,50099,It's working,30_2004,80,22
T420,Claim,49479,49508,It establishes high standards,30_2004,80,17
T421,Premise,49532,49593,sets up a system of testing with respect to our school system,30_2004,80,18
T422,Premise,49598,49712,we can establish accountability to parents and make certain that they understand how well their students are doing,30_2004,80,18
T423,Claim,49718,49809,they have the opportunity to move students out of poorly performing schools to good schools,30_2004,80,19
T424,Premise,49863,49917,what needs to be done from the standpoint of education,30_2004,80,20
T425,Premise,49920,49974,"It's also important, as we go forward in the next term",30_2004,80,21
T426,Claim,49976,50084,we want to be able to take what we've done for elementary education and move it into the secondary education,30_2004,80,21
T427,Claim,51832,51898,We want to get rid of tax cuts for companies sending jobs overseas,30_2004,84,15
T428,Claim,51900,51965,"We want to balance this budget, get back to fiscal responsibility",30_2004,84,16
